row_id,timestamp,animal_id,behavior,anomaly,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,heart_rate_bpm,temperature_c
14235,10-01-2025 21:14,cow_10,drinking,0,0.075,0.231,0.748,5.14,5.46,1.53,62,38
14236,10-01-2025 21:15,cow_16,grazing,0,0.146,0.046,1.223,4.19,-9.34,-4.87,57,39.44
14237,10-01-2025 21:16,cow_6,grazing,0,0.165,-0.004,1.515,3.56,-4.86,3.49,76,38.03
14238,10-01-2025 21:17,cow_16,drinking,0,0.085,-0.005,0.996,-3.9,-0.91,2.89,62,38.6
14239,10-01-2025 21:18,cow_11,ruminating,0,0.033,-0.266,0.99,3.58,-6.16,0.98,71,39.11
14240,10-01-2025 21:19,cow_20,drinking,0,-0.114,0.162,0.906,2.78,-6.99,-0.92,72,38.77
14241,10-01-2025 21:20,cow_3,resting,0,-0.068,0.119,1.041,0.8,4.23,3.11,79,38
14242,10-01-2025 21:21,cow_9,grazing,0,-0.203,-0.037,0.964,1.66,-4.46,-5.16,59,37.18
14243,10-01-2025 21:22,cow_15,ruminating,0,0.16,0.109,1.034,-6.62,1.22,4.64,73,38.13
14244,10-01-2025 21:23,cow_13,resting,0,0.038,-0.174,0.598,5.27,1.32,2.65,61,38.04
14245,10-01-2025 21:24,cow_10,resting,0,0.026,-0.227,1.127,-5.71,-6.68,1.42,64,38.1
14246,10-01-2025 21:25,cow_20,resting,0,0.016,0.01,0.802,3.88,2.27,-0.32,60,38.82
14247,10-01-2025 21:26,cow_13,drinking,0,0.077,0.223,0.996,2.51,1.7,-2.29,75,39.05
14248,10-01-2025 21:27,cow_17,resting,0,-0.3,-0.436,1.047,-0.63,2.55,-8.07,68,39.49
14249,10-01-2025 21:28,cow_7,resting,0,0.549,-0.102,0.628,-0.24,-0.59,-0.02,75,39.16
14250,10-01-2025 21:29,cow_6,grazing,0,0.128,0.612,1.238,0.3,-0.06,-6.37,74,38.58
14251,10-01-2025 21:30,cow_13,walking,0,0.339,0.771,0.101,-8.08,-8.23,-12.36,74,38.91
14252,10-01-2025 21:31,cow_17,grazing,0,0.518,0.363,0.696,-4.7,3.91,3.28,69,39.01
14253,10-01-2025 21:32,cow_15,ruminating,0,0.07,-0.238,1.051,-4.18,-1.78,5.38,79,38.4
14254,10-01-2025 21:33,cow_4,resting,0,0.385,0.092,1.289,-2.59,3.75,5.77,59,39.01
14255,10-01-2025 21:34,cow_15,drinking,0,0.424,-0.044,0.929,-10.35,11.49,8.03,65,39.75
14256,10-01-2025 21:35,cow_14,grazing,0,0.251,-0.089,1.092,6.18,-4.23,1.03,62,37.9
14257,10-01-2025 21:36,cow_11,walking,0,0.16,0.239,0.739,-4.44,-5.97,-1.74,68,38.54
14258,10-01-2025 21:37,cow_4,ruminating,0,-0.014,-0.14,0.393,-5.07,-3.29,5.82,58,38.66
14259,10-01-2025 21:38,cow_3,grazing,0,-0.09,0.319,0.691,-11.69,0.89,-2.99,80,38.91
14260,10-01-2025 21:39,cow_2,grazing,0,0.521,0.131,0.555,-2.79,-1.62,-6.88,75,39
14261,10-01-2025 21:40,cow_20,resting,0,-0.206,-0.101,0.837,-10.72,0.52,-6.53,90,38.7
14262,10-01-2025 21:41,cow_10,ruminating,0,-0.03,0.052,1.298,6.81,0.22,4.86,52,38.28
14263,10-01-2025 21:42,cow_13,resting,0,-0.437,0.377,1.146,2.75,-0.85,-13.45,70,38.22
14264,10-01-2025 21:43,cow_20,grazing,0,0.017,0.326,0.987,1.39,-7.26,1.05,53,39.44
14265,10-01-2025 21:44,cow_18,walking,0,0.295,0.564,0.96,2.19,-5.46,-8.82,74,39.11
14266,10-01-2025 21:45,cow_16,drinking,0,0.117,-0.222,0.843,2.96,-3.29,4.62,70,39.6
14267,10-01-2025 21:46,cow_11,ruminating,0,0.202,-0.335,1.203,-5.16,1.37,8.57,75,38.52
14268,10-01-2025 21:47,cow_10,grazing,0,-0.074,-0.101,0.978,-7.71,-4,0.69,60,38.51
14269,10-01-2025 21:48,cow_9,grazing,0,-0.076,0.164,0.861,-5.93,9.63,10.41,68,39.06
14270,10-01-2025 21:49,cow_12,resting,0,-0.118,0.125,1.284,3.52,3.94,-5.54,54,38.83
14271,10-01-2025 21:50,cow_19,walking,0,0.759,0.163,1.24,-7.79,-7.11,8.01,62,38.19
14272,10-01-2025 21:51,cow_1,grazing,0,0.511,0.164,0.815,-6.32,6.97,2.4,67,38.52
14273,10-01-2025 21:52,cow_18,walking,0,0.338,0.07,1.022,2.99,-4.65,0.31,70,39.06
14274,10-01-2025 21:53,cow_14,walking,0,0.114,0.555,0.817,-6.55,4.36,6.64,67,38.81
14275,10-01-2025 21:54,cow_1,grazing,0,0.11,0.193,1.176,0.85,1.05,-10.66,66,37.76
14276,10-01-2025 21:55,cow_17,walking,0,0.563,0.15,1.207,-7.54,-4.99,3.77,75,37.75
14277,10-01-2025 21:56,cow_11,grazing,0,-0.009,-0.233,0.962,-2.56,-5.65,-3.55,67,38.52
14278,10-01-2025 21:57,cow_20,walking,0,0.725,-0.023,0.628,1.67,10.72,-2.69,65,39.4
14279,10-01-2025 21:58,cow_15,grazing,0,0.306,-0.053,0.409,4.8,-7.56,-4.81,61,38.36
14280,10-01-2025 21:59,cow_4,walking,0,0.137,0.634,1.366,2.73,-1.55,6.87,64,38.09
14281,10-01-2025 22:00,cow_15,grazing,0,0.284,0.05,1.115,-4.05,0.96,1.21,64,38.51
14282,10-01-2025 22:01,cow_14,ruminating,0,0.105,-0.084,1.016,-1.83,4.86,2.56,85,38.76
14283,10-01-2025 22:02,cow_1,grazing,0,0.202,0.386,0.762,-8.61,-10.13,7.98,68,38.19
14284,10-01-2025 22:03,cow_9,grazing,0,0.147,-0.158,1.226,1.9,11.13,6.13,75,39.04
14285,10-01-2025 22:04,cow_7,walking,1,3.743,2.454,0.958,122.58,143.81,51.08,77,38.39
14286,10-01-2025 22:05,cow_11,walking,0,0.461,0.262,0.454,-0.49,2.45,1.08,81,37.95
14287,10-01-2025 22:06,cow_2,grazing,0,0.053,-0.011,1.05,1.53,1.25,-5.15,68,38.32
14288,10-01-2025 22:07,cow_2,grazing,0,0.306,-0.193,1.272,-1.59,-6.68,0.83,94,38.76
14289,10-01-2025 22:08,cow_6,grazing,0,0.006,-0.061,1.039,4.03,-5.52,-3.84,61,38.12
14290,10-01-2025 22:09,cow_19,resting,0,-0.288,0.148,0.943,8.81,-3.2,0.88,79,39.37
14291,10-01-2025 22:10,cow_20,resting,0,-0.071,0.356,1.103,2.86,-2.51,-1.4,80,39.08
14292,10-01-2025 22:11,cow_14,grazing,0,-0.034,-0.044,1.028,0.16,-5,-5.14,82,37.85
14293,10-01-2025 22:12,cow_3,walking,0,0.75,-0.055,0.423,-2.05,1.76,-2.89,51,38.49
14294,10-01-2025 22:13,cow_7,ruminating,0,0.304,0.145,0.905,-0.91,3.84,0.54,62,37.9
14295,10-01-2025 22:14,cow_7,walking,0,0.551,0.321,0.826,8.96,7.62,3.47,65,39.29
14296,10-01-2025 22:15,cow_4,grazing,0,0.434,-0.076,1.563,-4.07,-1.48,1.97,68,38.65
14297,10-01-2025 22:16,cow_5,grazing,0,-0.074,0.269,1.214,0.33,0.59,7.19,76,38.46
14298,10-01-2025 22:17,cow_17,grazing,0,0.053,0.054,0.743,-3.86,-2.06,-0.01,75,39.01
14299,10-01-2025 22:18,cow_4,grazing,0,0.149,0.215,0.73,-2.19,-10.83,-0.37,79,38.06
14300,10-01-2025 22:19,cow_13,drinking,0,-0.029,0.452,1.355,2.93,7.39,-0.89,65,38.36
14301,10-01-2025 22:20,cow_16,ruminating,0,0.033,0.158,0.611,8.61,-2.54,-6.17,69,39.22
14302,10-01-2025 22:21,cow_16,grazing,0,0.075,-0.115,0.596,5.17,2.46,2.29,58,38.97
14303,10-01-2025 22:22,cow_2,ruminating,0,0.184,-0.041,0.49,-1.49,0.29,2.1,43,38.53
14304,10-01-2025 22:23,cow_18,grazing,0,0.339,0.096,0.916,5.91,-3.86,1.7,80,39.13
14305,10-01-2025 22:24,cow_1,ruminating,0,0.074,-0.002,1.052,2.8,2.87,-3.06,70,39.3
14306,10-01-2025 22:25,cow_18,grazing,0,0.493,0.321,0.881,-1.67,2.25,-10.63,75,38.64
14307,10-01-2025 22:26,cow_8,walking,0,0.865,0.745,-0.04,7.52,-4.11,-3.35,75,38.17
14308,10-01-2025 22:27,cow_11,walking,0,0.174,0.037,0.832,2.15,-4.79,1.41,93,38.64
14309,10-01-2025 22:28,cow_15,drinking,0,-0.321,0.095,1.181,3.28,-1.99,-4.83,66,38.44
14310,10-01-2025 22:29,cow_16,grazing,0,0.213,0.073,1.082,-1.69,2.62,0.31,53,38.22
14311,10-01-2025 22:30,cow_17,resting,0,-0.113,-0.278,0.898,0.93,-6.02,4.24,86,38.21
14312,10-01-2025 22:31,cow_17,resting,0,0.184,0.3,1.139,5.9,-0.19,1.73,70,39.04
14313,10-01-2025 22:32,cow_12,grazing,0,0.423,0.077,0.976,2.45,0.93,1.48,74,37.3
14314,10-01-2025 22:33,cow_10,ruminating,0,-0.185,0.114,1.167,-6.67,-8.29,1.62,52,38.53
14315,10-01-2025 22:34,cow_20,grazing,0,-0.152,0.426,0.419,-9.28,-4.57,9.36,62,38.03
14316,10-01-2025 22:35,cow_6,grazing,0,0.4,-0.053,0.667,-7.45,-1.59,11.22,50,38.93
14317,10-01-2025 22:36,cow_8,walking,0,0.652,0.267,0.685,-0.87,0.42,0.45,68,38.89
14318,10-01-2025 22:37,cow_13,grazing,0,0.285,0.015,1.189,-1.75,-2.53,-1.97,78,38.07
14319,10-01-2025 22:38,cow_2,resting,0,0.061,0.036,1.134,-3.52,-5.47,4.59,55,38.93
14320,10-01-2025 22:39,cow_19,drinking,0,0.149,-0.135,0.968,-9.86,2.68,-3.94,54,38.39
14321,10-01-2025 22:40,cow_10,grazing,0,-0.009,-0.238,0.733,2.4,0.08,-1.21,76,38.57
14322,10-01-2025 22:41,cow_4,resting,0,0.295,-0.099,0.981,2.88,3.65,-2.88,60,38.72
14323,10-01-2025 22:42,cow_12,drinking,0,-0.127,0.497,0.819,1.11,-1.55,1.47,69,38.38
14324,10-01-2025 22:43,cow_18,grazing,0,0.388,0.23,0.867,-1.71,-4.51,2.14,75,38.42
14325,10-01-2025 22:44,cow_7,grazing,0,0.629,-0.029,1.195,2.03,1.58,1.65,76,38.81
14326,10-01-2025 22:45,cow_20,grazing,0,0.411,0.271,0.95,0.43,-9.71,-3.08,85,39.33
14327,10-01-2025 22:46,cow_4,grazing,0,0.654,-0.228,0.916,-8.18,5.58,-8.69,73,38.47
14328,10-01-2025 22:47,cow_7,grazing,0,0.119,0.561,1.144,3.58,-6.09,0.95,53,38.05
14329,10-01-2025 22:48,cow_10,resting,0,0.04,-0.213,0.687,5.57,-1.26,-5.21,72,38.34
14330,10-01-2025 22:49,cow_15,grazing,0,0.313,0.318,0.682,-2.01,-6.22,1.48,72,37.48
14331,10-01-2025 22:50,cow_12,ruminating,0,0.036,-0.078,1.417,4.25,-2.6,2.86,82,38.11
14332,10-01-2025 22:51,cow_1,ruminating,0,-0.139,-0.287,0.865,3.32,-7.19,5.12,71,38.36
14333,10-01-2025 22:52,cow_20,resting,0,-0.217,-0.295,0.863,-2.65,3.92,1.21,71,38.61
14334,10-01-2025 22:53,cow_18,grazing,0,0.502,0.056,1.177,-0.06,3.72,0.35,82,38.65
14335,10-01-2025 22:54,cow_16,grazing,0,0.314,0.11,0.928,9.7,0.04,1.39,76,38.16
14336,10-01-2025 22:55,cow_5,grazing,0,-0.45,0.343,0.942,-7.42,3.38,13.09,71,38.41
14337,10-01-2025 22:56,cow_19,grazing,0,0.215,0.127,0.879,3.22,-2.05,11.98,77,37.9
14338,10-01-2025 22:57,cow_4,grazing,0,0.59,0.556,1.157,5.19,-7.01,3.92,74,38.12
14339,10-01-2025 22:58,cow_6,resting,0,-0.105,0.199,0.623,1.54,-3.04,8.06,75,38.39
14340,10-01-2025 22:59,cow_17,ruminating,0,0.075,-0.08,0.78,5.2,-4.64,0.46,50,37.72
14341,10-01-2025 23:00,cow_7,grazing,0,-0.032,0.378,1.059,-5.15,5.49,0.52,78,38.75
14342,10-01-2025 23:01,cow_7,resting,0,-0.082,-0.128,0.493,-2.08,0.77,-1.45,57,38.23
14343,10-01-2025 23:02,cow_9,grazing,0,-0.221,0.198,1.462,2.94,-1.84,-0.18,69,38.83
14344,10-01-2025 23:03,cow_13,grazing,0,0.354,0.11,0.967,-8.56,-2,6.39,78,38.55
14345,10-01-2025 23:04,cow_20,grazing,0,0.036,-0.132,1.188,3.15,-1.89,6.65,67,38.87
14346,10-01-2025 23:05,cow_14,resting,0,-0.095,-0.149,1.633,-3.07,-1.57,-3.72,70,38.68
14347,10-01-2025 23:06,cow_16,walking,0,-0.069,0.042,0.887,4.43,-0.97,0.08,68,39.26
14348,10-01-2025 23:07,cow_9,grazing,0,0.308,-0.034,1.161,-2.42,-0.73,-3.54,72,37.78
14349,10-01-2025 23:08,cow_15,grazing,0,0.466,0.636,0.961,8.39,-5.39,4.33,73,38.71
14350,10-01-2025 23:09,cow_5,grazing,0,0.136,0.199,1.61,1.78,0.51,2.75,62,38.75
14351,10-01-2025 23:10,cow_18,grazing,0,0.085,0.494,0.617,0.52,-3.67,-6.93,66,38.41
14352,10-01-2025 23:11,cow_20,resting,0,-0.58,-0.013,1.016,4.69,1.71,-9.62,82,38.32
14353,10-01-2025 23:12,cow_8,walking,0,0.084,0.327,0.774,-3.81,-0.77,-5.93,56,38.18
14354,10-01-2025 23:13,cow_15,ruminating,0,0.241,-0.224,0.681,2.58,2.92,-10.73,63,37.91
14355,10-01-2025 23:14,cow_9,grazing,0,0.013,0.156,1.073,1.82,0.32,-1.08,71,38.36
14356,10-01-2025 23:15,cow_19,resting,0,-0.227,0.224,0.872,-3.17,-2.89,-3.66,70,39.07
14357,10-01-2025 23:16,cow_6,grazing,0,0.854,0.239,1.036,-4.48,1.1,-6.31,69,38.94
14358,10-01-2025 23:17,cow_4,grazing,0,-0.295,0.036,0.74,-1.82,2.17,4.89,74,38.45
14359,10-01-2025 23:18,cow_11,ruminating,0,-0.245,-0.148,0.77,-1.01,-10.17,0.09,76,38.07
14360,10-01-2025 23:19,cow_10,walking,0,0.23,0.131,1.074,-2.83,-4.31,-0.79,62,38.7
14361,10-01-2025 23:20,cow_3,grazing,0,-0.496,0.141,0.881,-1.8,-10.7,-6.7,82,38.82
14362,10-01-2025 23:21,cow_1,walking,0,0.764,0.017,1.065,-1.29,0.25,0.51,88,37.87
14363,10-01-2025 23:22,cow_12,grazing,0,-0.261,-0.161,0.768,-1.28,-5.72,-0.63,71,38.57
14364,10-01-2025 23:23,cow_15,drinking,0,0.465,-0.11,0.995,4.26,-0.03,-0.55,63,38.69
14365,10-01-2025 23:24,cow_15,grazing,0,-0.226,-0.294,1.166,-0.3,2.39,3.54,61,39.01
14366,10-01-2025 23:25,cow_14,grazing,0,0.374,0.398,0.791,8,-4.59,5.79,72,37.9
14367,10-01-2025 23:26,cow_7,resting,0,-0.079,-0.283,1.307,-5.88,5.01,-1.29,65,38.35
14368,10-01-2025 23:27,cow_17,ruminating,1,2.992,3.204,1.632,117.49,87.63,118.38,58,37.89
14369,10-01-2025 23:28,cow_19,grazing,0,0.067,0.331,1.378,-3.41,-3.01,3.18,65,37.64
14370,10-01-2025 23:29,cow_7,grazing,0,-0.249,-0.189,1.039,0.45,-6.08,-4.75,71,38.84
14371,10-01-2025 23:30,cow_3,resting,0,0.178,-0.225,1.075,0.1,2.09,-3.85,66,38.55
14372,10-01-2025 23:31,cow_3,walking,0,0.839,0.125,1.296,-4.28,7.95,5.48,56,38.57
14373,10-01-2025 23:32,cow_18,resting,0,0.001,-0.16,1.313,-4.11,-0.71,-8.89,74,39.4
14374,10-01-2025 23:33,cow_20,grazing,0,0.386,0.333,0.636,-0.63,6.66,-19.09,75,38.17
14375,10-01-2025 23:34,cow_14,grazing,0,-0.477,0.235,1.279,12.73,-1.57,-0.38,77,38.78
14376,10-01-2025 23:35,cow_3,grazing,0,0.073,0.111,1.062,-3.89,-6.61,3.16,62,38.6
14377,10-01-2025 23:36,cow_7,resting,0,0.245,-0.047,0.97,-0.47,-1.07,-8.06,75,37.64
14378,10-01-2025 23:37,cow_7,ruminating,0,0.1,0.088,0.815,-3.29,0.8,1.06,73,39.19
14379,10-01-2025 23:38,cow_5,grazing,1,4.018,2.267,1.307,109.2,128.24,89.49,72,38.73
14380,10-01-2025 23:39,cow_3,grazing,0,0.296,0.255,0.718,-0.85,1.65,-1.9,69,38.75
14381,10-01-2025 23:40,cow_18,grazing,0,-0.051,0.052,0.668,-1.45,-2.22,4.75,71,38.49
14382,10-01-2025 23:41,cow_15,resting,0,0.174,-0.224,0.928,5.22,7.51,-8.35,76,39.18
14383,10-01-2025 23:42,cow_20,grazing,0,-0.037,-0.08,1.364,10.19,4.89,2.55,77,38.06
14384,10-01-2025 23:43,cow_14,grazing,0,-0.156,-0.12,1.155,9.27,-0.48,8.36,63,38.57
14385,10-01-2025 23:44,cow_4,resting,0,0.258,0.083,1.05,-5.3,10.99,1.65,66,38.51
14386,10-01-2025 23:45,cow_8,drinking,0,-0.171,0.425,0.929,-9.61,1.56,-3.21,69,38.67
14387,10-01-2025 23:46,cow_13,walking,0,0.709,0.654,1.644,2.38,-4.16,8.22,85,39.1
14388,10-01-2025 23:47,cow_8,walking,0,0.749,0.375,0.459,-4.2,-3.26,1.93,79,38.74
14389,10-01-2025 23:48,cow_15,walking,0,0.682,0.792,0.937,-5.41,0.08,5.17,78,38.13
14390,10-01-2025 23:49,cow_17,ruminating,0,-0.189,0.179,0.929,8.05,5.21,-2.67,79,38.6
14391,10-01-2025 23:50,cow_5,grazing,0,-0.264,0.445,1.288,-1.78,5.95,-0.51,69,38.37
14392,10-01-2025 23:51,cow_20,grazing,0,0.186,-0.143,1.247,-11,-0.95,3.26,68,38.21
14393,10-01-2025 23:52,cow_4,resting,0,0.31,0.221,1.039,7.41,10.91,5.07,78,39.14
14394,10-01-2025 23:53,cow_11,ruminating,0,0.243,0.445,1.391,-0.56,-0.58,-0.28,62,39.02
14395,10-01-2025 23:54,cow_18,walking,0,0.31,0.411,1.17,-4.86,-0.16,3.97,41,37.84
14396,10-01-2025 23:55,cow_10,resting,0,-0.221,0.235,0.872,3.4,3.07,3.49,62,38.7
14397,10-01-2025 23:56,cow_17,grazing,0,-0.364,-0.053,0.807,3.53,-5.5,0.89,62,38.99
14398,10-01-2025 23:57,cow_15,grazing,0,0.592,0.22,0.785,-8.35,3.15,-10.02,77,38.04
14399,10-01-2025 23:58,cow_6,grazing,0,0.04,0.499,0.896,7.6,0.86,1.83,64,39.16
14400,10-01-2025 23:59,cow_16,drinking,0,0.266,0.093,1.256,-10.99,-0.18,-2.55,66,38.69
14401,11-01-2025 00:00,cow_15,resting,0,0.117,0.104,0.756,2.22,-3.5,0.6,75,39.08
14402,11-01-2025 00:01,cow_8,grazing,0,-0.127,0.016,1.033,-4.34,-4.37,3.39,70,39.23
14403,11-01-2025 00:02,cow_9,resting,0,-0.033,-0.024,0.786,-0.07,5.54,-12.99,62,38.52
14404,11-01-2025 00:03,cow_11,grazing,0,0.356,0.404,1.19,6.08,3.84,-6.93,63,38.35
14405,11-01-2025 00:04,cow_2,ruminating,0,-0.334,0.33,1.142,6.76,4.38,6.02,67,37.77
14406,11-01-2025 00:05,cow_13,resting,0,-0.078,-0.515,1.174,3.54,1.86,0.92,69,38.23
14407,11-01-2025 00:06,cow_4,walking,0,0.751,-0.502,0.826,1.3,-3.32,6.71,71,38.76
14408,11-01-2025 00:07,cow_9,grazing,0,0.553,0.21,0.409,3.29,-2.12,2.84,90,39.11
14409,11-01-2025 00:08,cow_5,grazing,0,-0.005,0.1,1.062,0.35,10.44,7.4,65,38.3
14410,11-01-2025 00:09,cow_19,grazing,0,0.245,-0.077,1.14,-3.42,-2.31,1.11,64,38.63
14411,11-01-2025 00:10,cow_3,ruminating,0,-0.166,0.204,0.824,2.38,-3.49,-4.27,76,38.01
14412,11-01-2025 00:11,cow_3,grazing,0,-0.186,-0.052,1.004,-5.03,0.95,-4.3,73,37.59
14413,11-01-2025 00:12,cow_6,grazing,0,0.162,-0.096,0.925,-8.05,-0.32,-2.64,68,38.55
14414,11-01-2025 00:13,cow_10,grazing,0,0.113,-0.025,0.858,-0.23,-0.66,-5.35,73,38.91
14415,11-01-2025 00:14,cow_5,ruminating,0,0.01,-0.022,0.892,-3.2,1.17,5.78,75,37.94
14416,11-01-2025 00:15,cow_3,resting,0,-0.335,0.077,1.391,-0.7,2.06,-7.01,78,38.54
14417,11-01-2025 00:16,cow_7,grazing,0,0.278,0.33,0.838,3.28,3.32,-5.77,68,38.07
14418,11-01-2025 00:17,cow_18,resting,0,0.31,-0.045,0.914,-0.72,4.04,-0.07,52,38.66
14419,11-01-2025 00:18,cow_8,grazing,0,0.14,0.154,0.889,2.76,-6.53,-6.79,59,38.96
14420,11-01-2025 00:19,cow_1,resting,0,-0.026,-0.092,1.21,-10.56,-5.63,-4.98,69,38.17
14421,11-01-2025 00:20,cow_4,grazing,0,0.29,0.22,1.041,-7.47,4.39,3.99,72,38.77
14422,11-01-2025 00:21,cow_7,grazing,0,-0.149,-0.022,1.208,0.79,5.78,-6.32,72,38.75
14423,11-01-2025 00:22,cow_14,grazing,0,-0.077,-0.246,1.008,-2.54,-9.44,-8.54,65,39.09
14424,11-01-2025 00:23,cow_13,resting,0,-0.086,-0.022,1.333,9.52,-4.13,-1.94,69,39.52
14425,11-01-2025 00:24,cow_10,resting,0,0.007,-0.315,0.914,6.88,1.35,3.6,70,38.8
14426,11-01-2025 00:25,cow_18,resting,0,-0.354,-0.061,0.527,0.73,6.44,9.14,57,38.57
14427,11-01-2025 00:26,cow_1,resting,0,0.057,0.184,1.161,-6.88,4.65,-2.31,59,37.73
14428,11-01-2025 00:27,cow_4,resting,0,0.3,-0.13,1.248,1.93,0.84,-2.93,79,38.27
14429,11-01-2025 00:28,cow_16,ruminating,0,-0.412,0.044,1.362,0.59,5.61,0.31,59,39.36
14430,11-01-2025 00:29,cow_16,walking,0,0.265,-0.04,0.766,2.12,-4.08,1.64,78,38.52
14431,11-01-2025 00:30,cow_18,resting,0,0.171,0.075,0.76,2.54,3.41,7.16,64,38.56
14432,11-01-2025 00:31,cow_8,grazing,0,0.749,0.242,1.447,6.91,-0.38,3.99,58,38.5
14433,11-01-2025 00:32,cow_10,resting,0,0.402,0.135,1.048,1.22,-4.17,7.04,76,38.48
14434,11-01-2025 00:33,cow_16,grazing,0,0.428,0.1,1.001,1.31,5.04,1.81,66,39.37
14435,11-01-2025 00:34,cow_11,grazing,0,0.438,-0.1,1.292,2.48,-2.61,5.28,68,38.8
14436,11-01-2025 00:35,cow_6,grazing,1,2.957,1.963,1.073,118.5,128.81,82.28,84,39.13
14437,11-01-2025 00:36,cow_1,resting,0,-0.281,0.176,0.97,-2.08,-5.84,-7.18,77,38.1
14438,11-01-2025 00:37,cow_12,grazing,0,-0.187,-0.375,0.776,-2.82,4.11,4.05,65,38.67
14439,11-01-2025 00:38,cow_6,resting,0,-0.037,-0.109,1.164,-4.68,7.74,6.31,81,38.02
14440,11-01-2025 00:39,cow_13,grazing,0,0.005,-0.011,1.432,8.36,0.07,8.35,58,39
14441,11-01-2025 00:40,cow_17,grazing,0,0.112,0.013,0.944,7.6,-1.82,1.08,75,38.53
14442,11-01-2025 00:41,cow_1,grazing,0,-0.064,0.414,0.491,1.7,-2.69,1.44,63,38.19
14443,11-01-2025 00:42,cow_8,resting,1,3.323,2.044,1.22,121.96,83,116.18,72,39.37
14444,11-01-2025 00:43,cow_8,resting,0,0.147,-0.122,1.099,-1.17,3.43,-7.46,74,38.19
14445,11-01-2025 00:44,cow_11,resting,0,-0.025,0.289,0.767,-2.17,-10,-0.45,62,38.55
14446,11-01-2025 00:45,cow_14,resting,0,-0.405,-0.001,0.591,-8.52,-5.36,-6.54,68,38.4
14447,11-01-2025 00:46,cow_10,grazing,0,-0.003,0.189,1.006,-0.73,-8.6,-7.05,77,38.63
14448,11-01-2025 00:47,cow_15,grazing,1,3.573,1.588,1.801,85.18,105.71,68.28,79,38.7
14449,11-01-2025 00:48,cow_7,resting,0,-0.039,0.152,0.551,4.85,-3.6,-5.05,56,37.43
14450,11-01-2025 00:49,cow_7,resting,0,-0.109,0.242,1.534,-1.76,-2.4,2.09,60,39.03
14451,11-01-2025 00:50,cow_10,grazing,0,-0.082,0.441,1.552,4.92,1.18,6.99,71,37.7
14452,11-01-2025 00:51,cow_4,resting,0,0.305,-0.265,0.696,-2.98,-1.74,-2.36,73,38.74
14453,11-01-2025 00:52,cow_18,grazing,0,0.451,-0.046,1.254,-0.61,8.25,1.03,66,38.07
14454,11-01-2025 00:53,cow_10,grazing,0,0.017,0.029,0.858,1.41,-3.54,0.81,72,38.65
14455,11-01-2025 00:54,cow_19,grazing,0,0.185,-0.131,1.179,1.79,-0.46,1.52,67,38.23
14456,11-01-2025 00:55,cow_14,resting,0,0.105,-0.055,1.387,3.79,5.21,4.36,59,39.57
14457,11-01-2025 00:56,cow_13,ruminating,0,-0.245,-0.261,1.451,4.1,-6.23,-0.18,53,38.84
14458,11-01-2025 00:57,cow_15,grazing,0,-0.036,0.421,1.172,2.46,3.83,-4.4,63,38.56
14459,11-01-2025 00:58,cow_16,ruminating,0,0.276,-0.03,1.138,-1.17,3.02,-0.35,76,37.49
14460,11-01-2025 00:59,cow_2,resting,0,-0.193,0.026,0.826,12.48,-3.01,8.74,63,38.04
14461,11-01-2025 01:00,cow_4,grazing,0,0.028,0.006,1.071,-0.33,-0.27,-11.34,80,38.99
14462,11-01-2025 01:01,cow_18,resting,0,-0.031,-0.166,1.217,-2,0.22,-6.81,65,38.35
14463,11-01-2025 01:02,cow_17,grazing,0,0.003,0.239,1.055,2.39,-1.06,0.86,69,38.24
14464,11-01-2025 01:03,cow_10,grazing,0,0.059,-0.214,0.781,1.26,0.15,-0.21,63,38.79
14465,11-01-2025 01:04,cow_9,walking,0,0.308,0.672,0.773,-3.13,1.71,-2.88,63,39.13
14466,11-01-2025 01:05,cow_15,walking,0,-0.355,-0.033,1.084,0.61,4.62,6.24,75,37.18
14467,11-01-2025 01:06,cow_12,grazing,0,0.065,-0.397,1.052,4.27,-6.47,5.07,65,38.5
14468,11-01-2025 01:07,cow_9,grazing,0,0.077,0.068,0.619,-1.67,-3.5,-9.45,72,39.02
14469,11-01-2025 01:08,cow_14,grazing,0,-0.194,0.018,1.033,-1.05,1.12,1.27,60,38.54
14470,11-01-2025 01:09,cow_13,resting,0,-0.113,0.386,0.957,9.71,8.49,4.49,81,39.27
14471,11-01-2025 01:10,cow_6,grazing,0,-0.568,0.481,1.236,10.75,-2.02,-5.37,74,37.87
14472,11-01-2025 01:11,cow_19,walking,0,0.57,-0.041,0.917,0.9,6.16,-2.36,72,37.47
14473,11-01-2025 01:12,cow_4,grazing,0,-0.101,-0.029,1.122,-5.02,3.57,-3.8,77,38.34
14474,11-01-2025 01:13,cow_20,grazing,0,0.372,0.165,1.127,-3.64,2.69,5.43,83,38.27
14475,11-01-2025 01:14,cow_17,grazing,0,0.104,-0.068,1.094,-2.4,3.47,3.37,69,37.79
14476,11-01-2025 01:15,cow_19,ruminating,0,0.012,0.051,0.626,2.74,-1.79,-7.01,82,38.55
14477,11-01-2025 01:16,cow_3,grazing,0,-0.22,-0.347,1.301,-3.29,-0.49,12.38,68,38.92
14478,11-01-2025 01:17,cow_14,ruminating,0,0.06,0.463,0.561,1.43,-0.33,-0.69,70,39.21
